# CADENCE free-form capture (CPX SPI-flash logger, on-device inference)
# samples=7216  rate_hz=64  duration_s=112.75
# phase = device-inferred state: 0=still  1=walk  2=freeze
# analyze: --labels still,walk,freeze --freeze-phases 2
idx,t_s,ax_mg,ay_mg,az_mg,phase
543,8.4844,-238,-957,109,2
544,8.5000,-246,-953,128,2
545,8.5156,-238,-953,121,2
546,8.5312,-222,-964,113,2
547,8.5469,-210,-980,101,2
548,8.5625,-210,-996,113,2
549,8.5781,-214,-964,113,2
550,8.5937,-222,-953,113,2
551,8.6094,-226,-976,167,2
552,8.6250,-226,-960,128,2
553,8.6406,-199,-941,167,2
554,8.6562,-183,-953,117,2
555,8.6719,-203,-945,148,2
556,8.6875,-199,-945,164,2
557,8.7031,-195,-945,128,2
558,8.7187,-222,-949,152,2
559,8.7344,-222,-949,109,2
560,8.7500,-203,-960,175,2
561,8.7656,-214,-968,148,2
562,8.7812,-207,-972,140,2
563,8.7969,-199,-964,70,2
564,8.8125,-199,-960,156,2
565,8.8281,-214,-941,152,2
566,8.8437,-210,-941,132,2
567,8.8594,-218,-941,136,2
568,8.8750,-203,-957,175,2
569,8.8906,-226,-964,136,2
570,8.9062,-195,-953,82,2
571,8.9219,-203,-972,152,2
572,8.9375,-195,-972,66,2
573,8.9531,-214,-968,121,2
574,8.9687,-218,-953,148,2
575,8.9844,-210,-968,140,2
576,9.0000,-214,-960,117,2
577,9.0156,-195,-957,144,2
578,9.0312,-203,-960,160,2
579,9.0469,-222,-968,121,2
580,9.0625,-207,-957,136,2
581,9.0781,-222,-957,132,2
582,9.0937,-214,-960,121,2
583,9.1094,-214,-968,148,2
584,9.1250,-214,-964,109,2
585,9.1406,-203,-968,109,2
586,9.1562,-214,-941,93,2
587,9.1719,-207,-964,175,2
588,9.1875,-214,-960,97,2
589,9.2031,-214,-957,117,2
590,9.2187,-214,-976,156,2
591,9.2344,-226,-968,117,2
592,9.2500,-207,-960,109,2
593,9.2656,-207,-957,144,2
594,9.2812,-207,-957,136,2
595,9.2969,-203,-980,121,2
596,9.3125,-207,-972,117,2
597,9.3281,-207,-945,78,2
598,9.3437,-207,-960,148,2
599,9.3594,-195,-960,113,2
600,9.3750,-230,-949,148,2
601,9.3906,-207,-945,121,2
602,9.4062,-218,-960,113,2
603,9.4219,-207,-949,125,2
604,9.4375,-222,-960,144,2
605,9.4531,-207,-957,152,2
606,9.4687,-234,-957,66,2
607,9.4844,-195,-964,109,2
608,9.5000,-218,-960,109,2
609,9.5156,-199,-957,97,2
610,9.5312,-207,-945,113,2
611,9.5469,-226,-957,54,2
612,9.5625,-218,-949,144,2
613,9.5781,-214,-957,152,2
614,9.5937,-222,-953,136,2
615,9.6094,-218,-964,136,2
616,9.6250,-195,-957,85,2
617,9.6406,-207,-953,50,2
618,9.6562,-207,-953,140,2
619,9.6719,-195,-980,132,2
620,9.6875,-183,-960,132,2
621,9.7031,-210,-960,144,2
622,9.7187,-199,-960,93,2
623,9.7344,-222,-968,93,2
624,9.7500,-203,-964,136,2
625,9.7656,-210,-953,132,2
626,9.7812,-207,-960,121,2
627,9.7969,-191,-968,164,2
628,9.8125,-195,-945,70,2
629,9.8281,-195,-968,109,2
630,9.8437,-191,-960,140,2
631,9.8594,-191,-964,85,2
632,9.8750,-183,-964,132,2
633,9.8906,-210,-957,136,2
634,9.9062,-210,-968,128,2
635,9.9219,-195,-968,140,2
